Rk,Player,Date,Age,Team,Unnamed: 5,Opp,Result,"App,Dec",IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR,Pos
34,Zach Brzykcy,2025-06-05,25-328,WSN,,CHC,"L, 1-7",7-7,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
35,Aaron Bummer,2025-06-05,31-257,ATL,,ARI,"L, 10-11",4-5,1.2,1,0,0,0,0,0,0,1,0,0,0,6,2,P
36,Sean Burke,2025-06-05,25-169,CHW,,DET,"W, 3-2 (10)",GS-7,7.0,7,2,2,0,1,1,0,5,0,0,0,27,8,P
37,Dylan Cease,2025-06-05,29-159,SDP,@,SFG,"L, 2-3","GS-5, L",5.0,5,3,3,0,0,3,0,7,0,0,0,23,8,P
38,Slade Cecconi,2025-06-05,25-346,CLE,@,NYY,"L, 0-4","GS-5, L",5.0,5,2,2,0,1,2,1,3,1,0,0,22,8,P
39,Andrew Chafin,2025-06-05,34-353,WSN,,CHC,"L, 1-7",8-8,1.0,0,0,0,0,0,1,0,1,0,0,0,4,1,P
40,Enyel De Los Santos,2025-06-05,29-162,ATL,,ARI,"L, 10-11",6-7,2.0,0,0,0,0,0,1,0,1,0,0,0,6,1,P
41,Camilo Doval,2025-06-05,27-336,SFG,,SDP,"W, 3-2","9-GF, S",1.0,2,0,0,0,0,0,0,1,0,0,0,5,2,P
42,Jack Dreyer,2025-06-05,26-098,LAD,,NYM,"W, 6-5",4-6,2.0,3,0,0,0,0,1,0,2,0,0,0,10,4,P
43,Zach Eflin,2025-06-05,31-058,BAL,@,SEA,"W, 4-3","GS-6, W",6.0,8,3,3,0,1,0,0,7,0,0,0,26,8,P
44,Nic Enright,2025-06-05,28-148,CLE,@,NYY,"L, 0-4",8-GF(8),1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
45,David Festa,2025-06-05,25-089,MIN,@,ATH,"L, 3-14","GS-4, L",3.2,6,8,8,0,3,2,0,6,0,0,0,19,8,P
46,Mason Fluharty,2025-06-05,23-296,TOR,,PHI,"W, 9-1",8-8,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
47,Max Fried,2025-06-05,31-138,NYY,,CLE,"W, 4-0","GS-6, W",6.0,1,0,0,0,0,2,0,7,0,0,0,20,3,P
48,Kody Funderburk,2025-06-05,28-190,MIN,@,ATH,"L, 3-14",5-6,2.0,4,1,1,0,0,1,0,1,0,0,1,11,5,P
49,Robert Garcia,2025-06-05,28-356,TEX,@,TBR,"L, 3-4","9-GF, BL",0.2,4,3,3,0,0,1,0,0,0,0,0,7,5,P
50,Reed Garrett,2025-06-05,32-154,NYM,@,LAD,"L, 5-6","8-8, BL",0.2,2,3,1,2,0,2,1,1,0,0,1,7,4,P
51,Kendall Graveman,2025-06-05,34-166,ARI,@,ATL,"W, 11-10","8-8, W",1.0,2,1,1,0,0,0,0,0,0,0,0,4,2,P
52,Brenan Hanifee,2025-06-05,27-007,DET,@,CHW,"L, 2-3 (10)",7-8,1.1,1,0,0,0,0,0,0,2,0,0,0,5,1,P
53,Tommy Henry,2025-06-05,27-311,ARI,@,ATL,"W, 11-10",4-7,4.0,5,3,3,0,3,1,0,7,0,0,0,17,6,P
54,Tim Hill,2025-06-05,35-115,NYY,,CLE,"W, 4-0","7-8, H",1.2,0,0,0,0,0,0,0,1,0,0,0,5,0,P
55,Grant Holmes,2025-06-05,29-075,ATL,,ARI,"L, 10-11",GS-4,3.1,4,3,3,0,0,2,0,4,0,0,0,15,6,P
56,Brant Hurter,2025-06-05,26-272,DET,@,CHW,"L, 2-3 (10)",5-7,2.0,3,0,0,0,0,0,0,0,0,0,0,7,3,P
57,Raisel Iglesias,2025-06-05,35-152,ATL,,ARI,"L, 10-11","9-GF, BL",0.2,4,3,3,0,0,1,0,0,0,0,0,7,5,P
58,Jake Irvin,2025-06-05,28-107,WSN,,CHC,"L, 1-7","GS-5, L",5.0,8,3,3,0,1,2,0,3,0,0,0,26,11,P
59,Seth Johnson,2025-06-05,26-259,PHI,@,TOR,"L, 1-9",6-7,2.0,2,1,1,0,0,0,0,0,0,0,0,8,2,P
60,Jakob Junis,2025-06-05,32-262,CLE,@,NYY,"L, 0-4",6-7,1.2,2,2,2,0,0,1,1,1,0,0,0,8,3,P
61,Tommy Kahnle,2025-06-05,35-302,DET,@,CHW,"L, 2-3 (10)",9-9,1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,P
62,Brad Keller,2025-06-05,29-313,CHC,@,WSN,"W, 7-1",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
63,Mitch Keller,2025-06-05,29-062,PIT,,HOU,"L, 2-8","GS-7, L",6.1,8,6,6,0,1,1,0,5,0,0,0,28,9,P
64,Kevin Kelly,2025-06-05,27-189,TBR,,TEX,"W, 4-3",7-7,0.2,3,1,1,0,1,0,0,1,0,0,0,5,3,P
65,Michael Kelly,2025-06-05,32-272,ATH,,MIN,"W, 14-3",7-8,1.1,0,0,0,0,0,1,0,2,0,0,0,5,1,P
66,Andrew Kittredge,2025-06-05,35-080,BAL,@,SEA,"W, 4-3","8-8, H",1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
67,Landon Knack,2025-06-05,27-325,LAD,,NYM,"W, 6-5",GS-4,3.1,4,4,4,0,3,5,0,1,1,0,0,20,10,P
68,Jacob Latz,2025-06-05,29-058,TEX,@,TBR,"L, 3-4","8-8, H",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
69,Max Lazar,2025-06-05,26-002,PHI,@,TOR,"L, 1-9",3-4,1.2,2,0,0,0,0,0,0,1,0,0,0,6,2,P
70,Casey Legumina,2025-06-05,27-351,SEA,,BAL,"L, 3-4",9-GF,1.0,1,0,0,0,0,0,0,2,0,0,0,4,1,P
71,Jack Leiter,2025-06-05,25-045,TEX,@,TBR,"L, 3-4",GS-5,5.0,3,1,1,0,1,1,0,6,0,0,1,19,4,P
72,Mark Leiter Jr.,2025-06-05,34-084,NYY,,CLE,"W, 4-0","7-7, H",0.1,2,0,0,0,0,0,0,1,0,0,0,4,2,P
73,Jonathan Loáisiga,2025-06-05,30-215,NYY,,CLE,"W, 4-0",9-GF,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
74,Jesús Luzardo,2025-06-05,27-248,PHI,@,TOR,"L, 1-9","GS-3, L",2.1,9,8,8,0,1,2,0,2,0,0,0,18,11,P
75,Yuki Matsui,2025-06-05,29-218,SDP,@,SFG,"L, 2-3",8-GF(8),1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
76,Mason Miller,2025-06-05,26-285,ATH,,MIN,"W, 14-3",9-GF,1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,P
77,Shelby Miller,2025-06-05,34-238,ARI,@,ATL,"W, 11-10","9-GF, S",1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,P
78,Hoby Milner,2025-06-05,34-143,TEX,@,TBR,"L, 3-4","6-7, H",1.2,0,0,0,0,0,0,0,3,0,0,0,5,0,P
79,Casey Mize,2025-06-05,28-035,DET,@,CHW,"L, 2-3 (10)",GS-5,4.2,6,2,2,0,0,4,0,3,0,0,0,24,10,P
80,David Morgan,2025-06-05,25-222,SDP,@,SFG,"L, 2-3",6-7,2.0,1,0,0,0,0,1,0,3,0,0,0,8,2,P
81,Sean Newcomb,2025-06-05,31-358,ATH,,MIN,"W, 14-3",6-7,1.2,2,2,2,0,0,2,0,1,0,0,0,9,4,P
82,Kyle Nicolas,2025-06-05,26-103,PIT,,HOU,"L, 2-8",7-8,1.2,0,0,0,0,0,1,0,1,0,0,0,6,1,P
83,Kaleb Ort,2025-06-05,33-120,HOU,@,PIT,"W, 8-2",9-GF,1.0,1,0,0,0,0,1,0,2,0,0,0,5,2,P
84,Eric Orze,2025-06-05,27-288,TBR,,TEX,"W, 4-3",7-8,1.1,1,0,0,0,0,1,1,3,0,0,0,6,2,P
85,Ryan Pepiot,2025-06-05,27-288,TBR,,TEX,"W, 4-3",GS-6,6.0,3,2,2,0,2,2,0,8,0,0,0,21,5,P
86,David Peterson,2025-06-05,29-275,NYM,@,LAD,"L, 5-6",GS-7,7.0,7,3,3,0,0,2,0,6,0,0,0,28,9,P
87,Brandon Pfaadt,2025-06-05,26-233,ARI,@,ATL,"W, 11-10",GS-3,3.0,5,6,5,1,0,2,0,2,0,0,1,17,7,P
88,Drew Pomeranz,2025-06-05,36-195,CHC,@,WSN,"W, 7-1",GS-1,1.0,1,0,0,0,0,0,0,0,0,0,0,3,1,P
89,Ryan Pressly,2025-06-05,36-172,CHC,@,WSN,"W, 7-1",9-GF,1.0,1,1,0,1,0,0,0,0,0,0,0,5,1,P
90,Robbie Ray,2025-06-05,33-247,SFG,,SDP,"W, 3-2","GS-7, W",7.0,4,2,2,0,1,1,0,9,0,0,0,25,5,P
91,Colin Rea,2025-06-05,34-339,CHC,@,WSN,"W, 7-1","2-7, W",5.1,5,0,0,0,0,1,0,0,1,0,0,22,7,P
92,Randy Rodríguez,2025-06-05,25-273,SFG,,SDP,"W, 3-2","8-8, H",1.0,1,0,0,0,0,0,0,2,0,0,1,4,1,P
93,Jackson Rutledge,2025-06-05,26-065,WSN,,CHC,"L, 1-7",6-6,1.0,3,2,2,0,1,0,0,1,0,0,0,6,3,P
94,Eduardo Salazar,2025-06-05,27-031,WSN,,CHC,"L, 1-7",9-GF,1.0,3,2,2,0,0,1,0,1,0,0,0,7,4,P
95,Tanner Scott,2025-06-05,30-318,LAD,,NYM,"W, 6-5","9-GF, S",1.0,1,0,0,0,0,0,0,2,0,0,0,4,1,P
96,Gabe Speier,2025-06-05,30-054,SEA,,BAL,"L, 3-4",8-8,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
97,Mitch Spence,2025-06-05,27-030,ATH,,MIN,"W, 14-3","GS-5, W",5.0,3,1,1,0,1,1,0,4,0,0,0,18,5,P
98,Cole Sulser,2025-06-05,35-085,TBR,,TEX,"W, 4-3","9-GF, W",1.0,1,0,0,0,0,0,0,1,0,0,0,3,1,P
99,Erik Swanson,2025-06-05,31-274,TOR,,PHI,"W, 9-1",9-GF,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
100,Caleb Thielbar,2025-06-05,38-125,CHC,@,WSN,"W, 7-1",7-7,0.2,1,0,0,0,0,0,0,1,0,0,0,3,1,P
101,José Ureña,2025-06-05,33-266,LAD,,NYM,"W, 6-5",6-8,2.1,3,1,1,0,0,1,1,2,0,0,1,10,4,P
102,Framber Valdez,2025-06-05,31-198,HOU,@,PIT,"W, 8-2","GS-7, W",7.0,4,2,2,0,0,3,0,11,0,0,0,28,8,P
103,Carlos Vargas,2025-06-05,25-235,SEA,,BAL,"L, 3-4",7-7,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
104,Alex Vesia,2025-06-05,29-055,LAD,,NYM,"W, 6-5","8-8, W",0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
105,Brandon Waddell,2025-06-05,31-002,NYM,@,LAD,"L, 5-6",8-GF(8),0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
106,Taijuan Walker,2025-06-05,32-296,PHI,@,TOR,"L, 1-9",5-5,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
107,Weston Wilson,2025-06-05,30-267,PHI,@,TOR,"L, 1-9",8-GF(8),1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
108,Steven Wilson,2025-06-05,30-285,CHW,,DET,"W, 3-2 (10)","10-GF(10), W",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
109,Bryan Woo,2025-06-05,25-126,SEA,,BAL,"L, 3-4","GS-6, L",6.0,4,4,4,0,2,2,0,6,0,0,2,24,6,P
110,Andrew Abbott,2025-06-04,26-003,CIN,,MIL,"L, 1-9","GS-6, L",6.0,7,5,5,0,2,1,0,6,0,0,0,26,8,P
111,Mick Abel,2025-06-04,23-290,PHI,@,TOR,"L, 1-2",GS-6,5.1,3,1,1,0,0,0,0,2,0,0,1,19,3,P
112,Jason Adam,2025-06-04,33-304,SDP,@,SFG,"L, 5-6","7-7, BL",1.0,2,1,1,0,0,1,0,1,0,0,0,6,3,P
113,Sam Aldegheri,2025-06-04,23-258,LAA,@,BOS,"L, 9-11","6-8,BS",2.1,1,2,0,2,0,1,0,2,1,0,0,10,4,P
114,Shawn Armstrong,2025-06-04,34-266,TEX,@,TBR,"L, 4-5",8-GF(8),1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
115,Braxton Ashcraft,2025-06-04,25-242,PIT,,HOU,"W, 3-0","7-8, H",2.0,1,0,0,0,0,0,0,3,0,0,0,7,1,P
116,Anthony Banda,2025-06-04,31-298,LAD,,NYM,"L, 1-6",6-6,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
117,Tanner Banks,2025-06-04,33-223,PHI,@,TOR,"L, 1-2",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
118,Félix Bautista,2025-06-04,29-349,BAL,@,SEA,"W, 3-2","9-GF, S",1.0,1,0,0,0,0,1,0,0,0,0,0,5,2,P
119,Shane Baz,2025-06-04,25-352,TBR,,TEX,"W, 5-4","GS-5, W",5.0,5,3,3,0,1,1,0,5,0,0,0,22,7,P
120,David Bednar,2025-06-04,30-237,PIT,,HOU,"W, 3-0","9-GF, S",1.0,1,0,0,0,0,0,0,2,0,0,0,4,1,P
121,Brennan Bernardino,2025-06-04,33-140,BOS,,LAA,"W, 11-9",5-5,1.0,2,1,1,0,0,0,0,0,0,0,0,5,2,P
122,José Berríos,2025-06-04,31-008,TOR,,PHI,"W, 2-1",GS-6,6.0,4,1,1,0,1,2,0,5,0,0,0,23,6,P
123,Jake Bird,2025-06-04,29-182,COL,@,MIA,"W, 3-2","7-7, H",0.2,1,0,0,0,0,0,0,0,0,0,0,2,1,P
124,Matthew Boyd,2025-06-04,34-122,CHC,@,WSN,"L, 0-2","GS-8, L",7.1,4,2,2,0,1,1,0,6,0,0,0,26,5,P
125,Matt Brash,2025-06-04,27-023,SEA,,BAL,"L, 2-3",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
126,John Brebbia,2025-06-04,35-005,DET,@,CHW,"W, 5-4",4-5,0.2,2,1,1,0,0,1,0,0,0,0,0,5,3,P
127,Aaron Bummer,2025-06-04,31-256,ATL,,ARI,"L, 1-2",8-8,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,P
128,Brock Burke,2025-06-04,28-304,LAA,@,BOS,"L, 9-11","8-GF, BL",1.0,3,2,2,0,1,1,0,1,0,0,0,7,4,P
129,Mike Burrows,2025-06-04,25-208,PIT,,HOU,"W, 3-0","GS-6, W",5.1,5,0,0,0,0,0,0,6,0,0,0,20,5,P
130,Génesis Cabrera,2025-06-04,28-237,CHC,@,WSN,"L, 0-2",8-GF(8),0.2,0,0,0,0,0,0,0,0,0,0,0,2,0,P
131,Griffin Canning,2025-06-04,29-024,NYM,@,LAD,"W, 6-1","GS-6, W",6.0,3,0,0,0,0,1,0,7,0,0,0,22,4,P
132,Yennier Cano,2025-06-04,31-087,BAL,@,SEA,"W, 3-2","6-6, W",0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,P
133,José Castillo,2025-06-04,29-145,NYM,@,LAD,"W, 6-1","7-8, H",2.0,2,0,0,0,0,0,0,2,1,0,0,9,3,P
134,Emmanuel Clase,2025-06-04,27-078,CLE,@,NYY,"W, 4-0",9-GF,1.0,2,0,0,0,0,0,0,3,0,0,0,5,2,P
135,Cooper Criswell,2025-06-04,28-315,BOS,,LAA,"W, 11-9","8-GF, W",1.2,0,0,0,0,0,1,0,2,0,0,0,6,1,P
136,Fernando Cruz,2025-06-04,35-068,NYY,,CLE,"L, 0-4",8-8,1.0,2,1,1,0,1,0,0,3,0,0,0,5,2,P
137,Seranthony Domínguez,2025-06-04,30-191,BAL,@,SEA,"W, 3-2","7-7, H",1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
138,Jhoan Durán,2025-06-04,27-147,MIN,@,ATH,"W, 6-1",9-GF,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
139,Brandon Eisert,2025-06-04,27-136,CHW,,DET,"L, 4-5","7-8, L",1.0,1,1,1,0,0,0,0,1,0,0,0,4,1,P
140,Pete Fairbanks,2025-06-04,31-170,TBR,,TEX,"W, 5-4","9-GF, S",1.0,1,1,0,1,0,0,0,0,0,0,0,5,2,P
141,Kyle Finnegan,2025-06-04,33-273,WSN,,CHC,"W, 2-0","9-GF, S",1.0,2,0,0,0,0,0,0,1,0,0,0,5,2,P
142,Kyle Freeland,2025-06-04,32-021,COL,@,MIA,"W, 3-2","GS-7, W",6.1,4,2,0,2,0,0,0,4,1,0,0,23,6,P
143,Caleb Freeman,2025-06-04,27-101,CHW,,DET,"L, 4-5",9-GF,1.0,1,0,0,0,0,0,0,1,0,0,0,4,1,P
144,Hunter Gaddis,2025-06-04,27-056,CLE,@,NYY,"W, 4-0",8-8,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
145,Lucas Giolito,2025-06-04,30-325,BOS,,LAA,"W, 11-9",GS-2,1.2,8,7,7,0,1,1,0,1,0,0,0,14,9,P
146,Sawyer Gipson-Long,2025-06-04,27-174,DET,@,CHW,"W, 5-4",GS-4,3.2,5,3,3,0,0,1,0,3,0,0,0,16,6,P
147,Tony Gonsolin,2025-06-04,31-021,LAD,,NYM,"L, 1-6","GS-5, L",5.0,3,3,2,1,1,3,0,6,1,0,0,22,7,P
148,MacKenzie Gore,2025-06-04,26-100,WSN,,CHC,"W, 2-0","GS-7, W",7.0,3,0,0,0,0,1,0,7,1,0,1,26,5,P
149,Chad Green,2025-06-04,34-011,TOR,,PHI,"W, 2-1",7-7,1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
150,Luis Guerrero,2025-06-04,24-303,BOS,,LAA,"W, 11-9",2-4,2.1,0,0,0,0,0,2,0,1,0,0,0,8,2,P
151,Ryan Gusto,2025-06-04,26-085,HOU,@,PIT,"L, 0-3","GS-5, L",4.1,8,3,3,0,0,2,0,3,1,0,0,23,11,P
152,DL Hall,2025-06-04,26-258,MIL,@,CIN,"W, 9-1",GS-3,3.0,1,0,0,0,0,2,0,3,0,0,0,12,3,P
153,Emerson Hancock,2025-06-04,26-004,SEA,,BAL,"L, 2-3",GS-6,5.2,2,1,1,0,1,2,0,6,0,0,1,20,4,P
154,Hogan Harris,2025-06-04,28-160,ATH,,MIN,"L, 1-6",8-GF,1.1,2,1,1,0,0,2,0,1,0,0,0,8,4,P
155,Kyle Harrison,2025-06-04,23-296,SFG,,SDP,"W, 6-5",GS-5,4.1,9,5,5,0,0,1,0,3,0,0,0,23,11,P
156,Brent Headrick,2025-06-04,27-169,NYY,,CLE,"L, 0-4",6-7,1.1,1,0,0,0,0,0,0,0,0,0,0,4,1,P
157,Daysbel Hernández,2025-06-04,28-262,ATL,,ARI,"L, 1-2",8-8,0.1,0,0,0,0,0,2,0,1,0,0,0,3,2,P
158,Tim Herrin,2025-06-04,28-239,CLE,@,NYY,"W, 4-0","6-7, H",1.1,0,0,0,0,0,0,0,0,0,0,0,4,1,P
159,Tim Hill,2025-06-04,35-114,NYY,,CLE,"L, 0-4",9-GF,1.0,2,0,0,0,0,0,0,1,0,0,0,5,2,P
160,Sean Hjelle,2025-06-04,28-028,SFG,,SDP,"W, 6-5","5-7, W",2.2,0,0,0,0,0,1,0,1,0,0,0,9,1,P
161,Jeff Hoffman,2025-06-04,32-147,TOR,,PHI,"W, 2-1","9-GF, W",0.1,1,0,0,0,0,0,0,0,0,0,0,2,1,P
162,Tyler Holton,2025-06-04,28-356,DET,@,CHW,"W, 5-4","5-6,BS",1.2,0,0,0,0,0,0,0,1,0,0,0,5,0,P
163,Raisel Iglesias,2025-06-04,35-151,ATL,,ARI,"L, 1-2",9-GF,1.0,2,1,1,0,0,1,0,1,0,0,0,6,3,P
164,Griffin Jax,2025-06-04,30-194,MIN,@,ATH,"W, 6-1","7-7, H",1.0,0,0,0,0,0,0,0,3,0,0,0,3,0,P
165,Janson Junk,2025-06-04,29-140,MIA,,COL,"L, 2-3",6-GF,4.0,1,1,1,0,0,0,0,6,0,0,0,13,1,P
166,Tommy Kahnle,2025-06-04,35-301,DET,@,CHW,"W, 5-4","9-GF, S",1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,P
167,Merrill Kelly,2025-06-04,36-233,ARI,@,ATL,"W, 2-1","GS-7, W",7.0,1,0,0,0,0,1,0,8,0,0,0,23,2,P
168,Orion Kerkering,2025-06-04,24-061,PHI,@,TOR,"L, 1-2",6-6,0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,P
169,Bryan King,2025-06-04,28-211,HOU,@,PIT,"L, 0-3",7-7,1.0,0,0,0,0,0,0,0,2,0,0,0,3,0,P
170,Tyler Kinley,2025-06-04,34-124,COL,@,MIA,"W, 3-2","9-GF, S",1.0,0,0,0,0,0,0,0,1,0,0,0,3,0,P
171,Jordan Leasure,2025-06-04,26-293,CHW,,DET,"L, 4-5",8-8,1.0,1,0,0,0,0,1,0,0,0,0,0,5,2,P
172,Dylan Lee,2025-06-04,30-307,ATL,,ARI,"L, 1-2",7-8,1.1,0,0,0,0,0,0,0,0,0,0,0,4,0,P
173,Casey Legumina,2025-06-04,27-350,SEA,,BAL,"L, 2-3",9-GF,1.0,1,0,0,0,0,1,0,0,0,0,0,4,2,P
174,Brendon Little,2025-06-04,28-297,TOR,,PHI,"W, 2-1",8-9,1.2,0,0,0,0,0,0,0,2,0,0,0,5,0,P
175,Brad Lord,2025-06-04,25-110,WSN,,CHC,"W, 2-0","8-8, H",1.0,0,0,0,0,0,1,0,0,0,0,0,4,1,P
176,Ryan Loutos,2025-06-04,26-126,LAD,,NYM,"L, 1-6",8-GF,2.0,1,3,3,0,1,1,0,1,1,0,0,9,3,P
177,Justin Martínez,2025-06-04,23-309,ARI,@,ATL,"W, 2-1","8-GF, S",1.2,0,1,1,0,0,4,1,4,1,0,1,10,5,P
178,Zebby Matthews,2025-06-04,25-013,MIN,@,ATH,"W, 6-1","GS-5, W",5.0,4,1,1,0,0,3,0,4,0,0,0,21,7,P
179,Nick Mears,2025-06-04,28-240,MIL,@,CIN,"W, 9-1",9-GF,1.0,1,0,0,0,0,0,0,0,0,0,0,4,1,P
