Game Date,Away Team,Home Team,Away Record,Home Record,Away Score,Home Score,Winning Pitcher,Winning IP,Winning H,Winning ER,Winning K,Winning BB,Losing Pitcher,Losing IP,Losing H,Losing ER,Losing K,Losing BB
2025-05-11,Toronto Blue Jays,Seattle Mariners,20-20,22-17,9,1,E. Lauer,4.2,1,0,5,1,B. Miller,5.0,8,7,3,2
2025-05-11,Philadelphia Phillies,Cleveland Guardians,24-16,23-17,3,0,Z. Wheeler,7.0,3,0,8,2,L. Ortiz,6.0,4,1,9,2
2025-05-12,Milwaukee Brewers,Cleveland Guardians,20-22,24-17,0,5,J. Junis,1.0,2,0,0,1,F. Peralta,5.1,4,4,4,3
2025-05-12,Boston Red Sox,Detroit Tigers,22-21,27-15,2,14,J. Jobe,5.2,3,1,7,5,T. Houck,2.1,9,11,0,3
2025-05-12,St. Louis Cardinals,Philadelphia Phillies,23-19,24-17,3,2,K. Leahy,2.1,2,0,2,0,M. Strahm,1.0,1,1,1,0
2025-05-12,Pittsburgh Pirates,New York Mets,14-28,27-15,3,4,H. Brazoban,1.0,1,0,0,0,D. Bednar,0.2,2,1,1,0
2025-05-12,Washington Nationals,Atlanta Braves,17-25,20-21,3,4,R. Iglesias,1.0,3,1,1,1,J. Rutledge,1.1,1,1,1,0
2025-05-12,Miami Marlins,Chicago Cubs,15-25,24-18,2,5,C. Rea,6.2,6,2,4,2,C. Quantrill,4.1,4,3,1,2
2025-05-12,Colorado Rockies,Texas Rangers,7-34,21-21,1,2,T. Mahle,6.1,4,1,5,1,C. Dollander,6.0,1,2,7,3
2025-05-12,Kansas City Royals,Houston Astros,25-18,20-20,7,5,M. Wacha,6.1,8,2,3,2,R. Gusto,2.1,7,7,2,3
2025-05-12,Los Angeles Angels,San Diego Padres,17-23,25-15,9,5,B. Burke,1.0,1,1,0,0,R. Suarez,0.1,1,5,1,4
2025-05-12,New York Yankees,Seattle Mariners,24-17,22-18,11,5,C. Schmidt,6.0,3,3,6,2,E. Hancock,5.0,8,7,5,4
2025-05-12,Arizona Diamondbacks,San Francisco Giants,22-20,24-18,2,1,M. Kelly,7.0,8,1,8,0,J. Verlander,6.0,9,2,5,1
2025-05-13,Milwaukee Brewers,Cleveland Guardians,20-23,25-17,0,2,L. Allen,6.0,3,0,6,1,Q. Priester,5.0,3,1,3,2
2025-05-13,Boston Red Sox,Detroit Tigers,22-22,28-15,9,10,B. Brieske,1.0,1,1,2,0,G. Weissert,1.0,3,2,1,0
2025-05-13,Chicago White Sox,Cincinnati Reds,13-29,20-23,5,1,S. Wilson,1.0,1,1,2,0,E. Pagan,1.2,3,3,1,1
2025-05-13,Tampa Bay Rays,Toronto Blue Jays,19-22,20-21,11,9,E. Uceta,1.0,2,3,1,2,J. Hoffman,0.1,4,5,1,1
2025-05-13,Pittsburgh Pirates,New York Mets,14-29,28-15,1,2,M. Kranick,1.0,0,0,1,0,M. Keller,7.0,5,2,8,1
2025-05-13,Washington Nationals,Atlanta Braves,17-26,21-21,2,5,S. Schwellenbach,7.0,4,2,3,2,B. Lord,2.0,5,2,4,1
2025-05-13,Miami Marlins,Chicago Cubs,15-26,25-18,4,5,C. Flexen,2.0,1,0,1,1,J. Tinoco,0.1,2,2,0,1
2025-05-13,Colorado Rockies,Texas Rangers,7-35,22-21,1,4,J. Leiter,6.0,2,1,5,3,K. Freeland,6.0,6,3,5,1
2025-05-13,Kansas City Royals,Houston Astros,25-19,21-20,1,2,B. Abreu,1.0,0,0,1,0,J. Schreiber,0.0,1,1,0,0
2025-05-13,Los Angeles Angels,San Diego Padres,17-24,26-15,4,6,J. Adam,1.0,0,0,0,0,K. Jansen,0.0,1,2,0,1
2025-05-13,New York Yankees,Seattle Mariners,24-18,23-18,1,2,C. Legumina,1.0,0,0,0,1,T. Hill,0.0,2,0,0,0
2025-05-13,Arizona Diamondbacks,San Francisco Giants,22-21,25-18,6,10,R. Ray,6.0,7,3,9,3,B. Pfaadt,4.0,6,4,3,3
2025-05-13,Athletics,Los Angeles Dodgers,22-20,27-15,11,1,J. Springs,7.0,6,1,4,2,L. Knack,4.2,7,5,8,1
2025-05-14,Minnesota Twins,Baltimore Orioles,22-20,15-25,6,3,B. Stewart,1.0,0,0,3,1,D. Kremer,5.2,7,4,4,2
2025-05-14,St. Louis Cardinals,Philadelphia Phillies,23-20,25-17,1,2,J. Luzardo,7.0,5,1,6,2,S. Matz,1.2,4,2,1,0
2025-05-14,Milwaukee Brewers,Cleveland Guardians,21-23,25-18,9,5,L. Henderson,5.0,4,2,7,1,T. Herrin,0.1,1,2,1,1
2025-05-14,Arizona Diamondbacks,San Francisco Giants,23-21,25-19,8,7,R. Thompson,1.0,1,0,2,0,J. Hicks,2.0,7,5,1,1
2025-05-14,Minnesota Twins,Baltimore Orioles,23-20,15-26,8,6,K. Funderburk,1.1,1,0,0,0,Y. Cano,1.0,2,3,2,1
2025-05-14,New York Yankees,Seattle Mariners,25-18,23-19,3,2,I. Hamilton,1.1,0,0,2,0,C. Vargas,1.0,1,1,2,0
2025-05-14,St. Louis Cardinals,Philadelphia Phillies,24-20,25-18,14,7,C. Roycroft,1.1,0,0,1,1,A. Nola,3.2,12,9,2,1
2025-05-14,Boston Red Sox,Detroit Tigers,22-23,29-15,5,6,W. Vest,1.0,2,0,1,0,A. Chapman,0.2,1,1,1,1
2025-05-14,Tampa Bay Rays,Toronto Blue Jays,19-23,21-21,1,3,B. Little,1.1,0,0,1,0,R. Pepiot,6.0,6,3,7,1
2025-05-14,Pittsburgh Pirates,New York Mets,15-29,28-16,4,0,C. Shugart,2.1,1,0,0,0,C. Holmes,6.0,7,4,4,1
2025-05-14,Chicago White Sox,Cincinnati Reds,14-29,20-24,4,2,D. Martin,6.2,7,1,5,0,N. Lodolo,5.1,7,3,4,2
2025-05-14,Washington Nationals,Atlanta Braves,18-26,21-22,5,4,J. Ferrer,1.1,0,0,1,0,E. De Los Santos,0.1,2,2,0,1
2025-05-14,Miami Marlins,Chicago Cubs,16-26,25-19,3,1,R. Weathers,5.0,2,1,5,1,J. Taillon,6.0,4,3,7,0
2025-05-14,Colorado Rockies,Texas Rangers,7-36,23-21,3,8,P. Corbin,6.0,4,3,9,1,A. Senzatela,4.2,8,6,3,4
2025-05-14,Kansas City Royals,Houston Astros,25-20,22-20,3,4,B. King,1.0,0,0,1,1,M. Lorenzen,7.1,7,4,5,1
2025-05-14,Los Angeles Angels,San Diego Padres,17-25,27-15,1,5,R. Vasquez,6.0,4,1,5,1,K. Hendricks,6.0,5,3,4,1
2025-05-14,Athletics,Los Angeles Dodgers,22-21,28-15,3,9,Y. Yamamoto,6.0,4,3,6,2,G. Hoglund,5.1,7,4,5,3
2025-05-15,Washington Nationals,Atlanta Braves,18-27,22-22,2,5,A. Smith-Shawver,6.0,2,0,6,2,T. Williams,4.1,5,3,4,0
2025-05-15,Minnesota Twins,Baltimore Orioles,24-20,15-27,4,0,C. Paddack,7.0,3,0,3,1,T. Sugano,6.1,6,4,3,1
2025-05-15,Chicago White Sox,Cincinnati Reds,14-30,21-24,1,7,N. Martinez,7.0,2,0,3,0,B. Wilson,5.1,10,7,3,1
2025-05-15,Tampa Bay Rays,Toronto Blue Jays,20-23,21-22,8,3,Z. Littell,7.1,8,3,2,1,K. Gausman,5.2,10,6,6,0
2025-05-15,Houston Astros,Texas Rangers,22-21,24-21,0,1,J. deGrom,8.0,5,0,7,1,H. Brown,8.0,3,1,9,0
2025-05-15,Athletics,Los Angeles Dodgers,22-22,29-15,2,19,J. Wrobleski,4.0,1,0,4,0,O. Bido,1.2,5,6,2,2
2025-05-16,Chicago White Sox,Chicago Cubs,14-31,26-19,3,13,C. Horton,5.0,7,3,2,0,S. Smith,5.0,7,1,5,1
2025-05-16,Cleveland Guardians,Cincinnati Reds,25-19,22-24,4,5,B. Singer,5.0,3,3,4,3,T. Bibee,6.0,10,4,4,1
2025-05-16,Pittsburgh Pirates,Philadelphia Phillies,15-30,26-18,4,8,R. Suarez,7.0,6,3,6,1,R. Borucki,0.0,0,2,0,2
2025-05-16,New York Mets,New York Yankees,28-17,26-18,2,6,C. Rodon,5.0,2,1,5,4,T. Megill,2.2,4,4,4,5
2025-05-16,Washington Nationals,Baltimore Orioles,19-27,15-28,4,3,J. Lopez,1.0,2,0,1,0,F. Bautista,1.0,1,1,0,2
2025-05-16,Detroit Tigers,Toronto Blue Jays,30-15,21-23,5,4,J. Flaherty,5.2,5,2,6,1,B. Francis,4.2,8,4,6,2
2025-05-16,Atlanta Braves,Boston Red Sox,23-22,22-24,4,2,C. Sale,7.0,5,1,8,2,G. Crochet,7.0,7,2,8,0
2025-05-16,Tampa Bay Rays,Miami Marlins,20-24,17-26,4,9,M. Meyer,5.0,5,3,7,0,T. Bradley,4.0,6,5,6,3
2025-05-16,St. Louis Cardinals,Kansas City Royals,25-20,25-21,10,3,A. Pallante,7.0,7,2,4,0,C. Ragans,5.0,5,4,7,0
2025-05-16,Houston Astros,Texas Rangers,23-21,24-22,6,3,K. Ort,1.0,0,0,1,0,S. Armstrong,0.0,2,4,0,2
2025-05-16,Minnesota Twins,Milwaukee Brewers,25-20,21-24,3,0,J. Ryan,6.0,2,0,9,1,C. Patrick,6.0,8,3,2,1
2025-05-16,Colorado Rockies,Arizona Diamondbacks,7-37,24-21,0,8,C. Burnes,6.0,2,0,10,3,C. Palmquist,4.0,6,5,0,1
2025-05-16,Seattle Mariners,San Diego Padres,24-19,27-16,5,1,L. Evans,6.0,7,0,3,1,S. Kolek,5.0,8,5,4,1
2025-05-16,Los Angeles Angels,Los Angeles Dodgers,18-25,29-16,6,2,J. Kochanowicz,6.2,5,1,5,4,D. May,5.0,6,4,8,2
2025-05-16,Athletics,San Francisco Giants,22-23,26-19,1,9,L. Webb,8.0,5,1,4,2,J. Sears,4.0,6,4,2,3
2025-05-17,New York Mets,New York Yankees,29-17,26-19,3,2,R. Garrett,1.0,1,0,0,3,F. Cruz,1.1,1,1,1,1
2025-05-17,Chicago White Sox,Chicago Cubs,14-32,27-19,3,7,M. Boyd,6.0,4,3,8,0,S. Burke,4.2,7,5,4,5
2025-05-17,Detroit Tigers,Toronto Blue Jays,30-16,22-23,1,2,J. Hoffman,1.0,0,0,0,1,B. Hanifee,0.2,2,1,0,1
2025-05-17,Washington Nationals,Baltimore Orioles,20-27,15-29,10,6,J. Irvin,6.1,5,2,6,1,K. Gibson,0.2,6,6,1,1
2025-05-17,Tampa Bay Rays,Miami Marlins,21-24,17-27,4,0,D. Rasmussen,6.0,4,0,5,0,S. Alcantara,5.0,5,4,3,2
2025-05-17,Pittsburgh Pirates,Philadelphia Phillies,15-31,27-18,2,5,Z. Wheeler,6.0,3,0,6,1,C. Mlodzinski,3.1,7,4,2,1
2025-05-17,Cleveland Guardians,Cincinnati Reds,25-20,23-24,1,4,L. Mey,1.0,0,0,1,0,S. Cecconi,5.0,5,3,8,0
2025-05-17,Houston Astros,Texas Rangers,23-22,25-22,1,5,T. Mahle,6.0,5,1,3,2,R. Blanco,6.0,5,3,5,3
2025-05-17,St. Louis Cardinals,Kansas City Royals,26-20,25-22,1,0,M. Mikolas,6.0,2,0,4,2,N. Cameron,6.1,2,1,3,0
2025-05-17,Atlanta Braves,Boston Red Sox,23-23,23-24,6,7,A. Chapman,1.0,1,0,3,1,P. Johnson,0.1,2,1,0,0
2025-05-17,Minnesota Twins,Milwaukee Brewers,26-20,21-25,7,0,P. Lopez,6.0,2,0,6,2,T. Myers,3.2,11,4,4,0
2025-05-17,Colorado Rockies,Arizona Diamondbacks,8-37,24-22,14,12,J. Bird,2.0,2,1,2,0,R. Thompson,0.2,5,3,1,0
2025-05-17,Seattle Mariners,San Diego Padres,25-19,27-17,4,1,G. Speier,1.1,1,0,2,0,A. Morejon,0.1,2,1,1,0
2025-05-17,Athletics,San Francisco Giants,22-24,27-19,0,1,C. Doval,1.0,0,0,2,1,M. Miller,0.2,0,0,1,3
2025-05-17,Los Angeles Angels,Los Angeles Dodgers,19-25,29-17,11,9,R. Detmers,2.0,3,1,2,2,K. Yates,0.1,3,3,0,1
2025-05-18,Houston Astros,Texas Rangers,24-22,25-23,4,3,F. Valdez,7.0,6,3,8,1,R. Garcia,1.0,1,1,0,1
2025-05-18,Atlanta Braves,Boston Red Sox,24-23,23-25,10,4,S. Schwellenbach,7.0,6,4,3,1,B. Bello,4.1,10,7,3,5
2025-05-18,Pittsburgh Pirates,Philadelphia Phillies,15-32,28-18,0,1,M. Abel,6.0,5,0,9,0,P. Skenes,8.0,3,1,9,1
2025-05-18,Washington Nationals,Baltimore Orioles,21-27,15-30,10,4,M. Soroka,5.2,7,3,8,0,Z. Eflin,5.1,10,8,4,0
2025-05-18,Detroit Tigers,Toronto Blue Jays,31-16,22-24,3,2,J. Jobe,6.0,6,2,5,2,M. Fluharty,0.2,1,1,1,1
2025-05-18,Cleveland Guardians,Cincinnati Reds,25-21,24-24,1,3,A. Abbott,5.0,4,0,5,3,L. Ortiz,5.0,6,2,7,2
2025-05-18,Tampa Bay Rays,Miami Marlins,21-25,18-27,1,5,C. Quantrill,5.0,2,1,6,2,S. Baz,6.0,9,5,2,3
2025-05-18,Minnesota Twins,Milwaukee Brewers,26-21,22-25,2,5,F. Peralta,5.0,3,1,5,2,Z. Matthews,3.0,5,4,5,3
2025-05-18,St. Louis Cardinals,Kansas City Royals,26-21,26-22,1,2,L. Erceg,1.2,1,0,1,1,C. Roycroft,1.0,2,1,0,0
2025-05-18,Chicago White Sox,Chicago Cubs,14-33,28-19,2,6,D. Pomeranz,0.2,1,0,1,0,J. Cannon,5.0,4,3,3,0
2025-05-18,Athletics,San Francisco Giants,22-25,28-19,2,3,R. Rodriguez,1.0,0,0,0,0,T. Ferguson,0.2,3,2,0,1
2025-05-18,Los Angeles Angels,Los Angeles Dodgers,20-25,29-18,6,4,S. Anderson,2.2,1,1,3,0,A. Banda,2.0,2,1,2,0
2025-05-18,Colorado Rockies,Arizona Diamondbacks,8-38,25-22,0,1,M. Kelly,7.0,1,0,11,3,C. Dollander,4.2,3,1,6,2
2025-05-18,Seattle Mariners,San Diego Padres,26-19,27-18,6,1,B. Woo,7.0,5,1,5,0,M. King,5.1,6,3,8,1
2025-05-18,New York Mets,New York Yankees,29-18,27-19,2,8,D. Williams,1.0,0,0,1,0,R. Stanek,0.1,2,1,1,1
2025-05-19,Chicago Cubs,Miami Marlins,28-20,19-27,7,8,V. Bellozo,3.0,2,0,1,1,D. Palencia,0.2,2,2,1,1
2025-05-19,Cincinnati Reds,Pittsburgh Pirates,25-24,15-33,7,1,N. Lodolo,6.0,4,1,7,1,M. Keller,6.0,6,1,5,1
2025-05-19,New York Mets,Boston Red Sox,29-19,24-25,1,3,J. Wilson,1.0,1,0,1,1,K. Senga,6.0,5,3,5,3
2025-05-19,Houston Astros,Tampa Bay Rays,25-22,21-26,4,3,B. King,1.1,1,0,2,1,M. Rodriguez,1.0,3,1,0,0
2025-05-19,Baltimore Orioles,Milwaukee Brewers,15-31,23-25,4,5,A. Uribe,1.0,1,0,3,1,Y. Cano,1.0,1,1,0,1
2025-05-19,Cleveland Guardians,Minnesota Twins,25-22,27-21,5,6,J. Duran,1.0,2,1,1,0,C. Smith,0.2,2,1,0,0
2025-05-19,Seattle Mariners,Chicago White Sox,27-19,14-34,5,1,L. Castillo,7.0,3,0,5,0,D. Martin,7.1,4,2,3,1
2025-05-19,Detroit Tigers,St. Louis Cardinals,31-17,27-21,4,11,S. Gray,6.0,3,0,10,1,S. Guenther,0.1,3,1,0,0
2025-05-19,Philadelphia Phillies,Colorado Rockies,29-18,8-39,9,3,J. Ross,1.0,1,0,0,0,S. Halvorsen,0.2,5,4,1,0
2025-05-19,Kansas City Royals,San Francisco Giants,27-22,28-20,3,1,K. Bubic,7.0,2,0,5,3,T. Rogers,1.0,2,2,0,0
2025-05-19,Los Angeles Angels,Athletics,21-25,22-26,4,3,J. Soriano,6.0,6,3,4,4,J.T. Ginn,4.0,6,4,7,0
2025-05-19,Arizona Diamondbacks,Los Angeles Dodgers,26-22,29-19,9,5,B. Pfaadt,6.0,3,3,0,1,J. Dreyer,2.0,3,3,1,1
2025-05-20,Chicago Cubs,Miami Marlins,29-20,19-28,14,1,J. Taillon,7.0,4,1,2,3,C. Faucher,0.0,5,6,0,1
2025-05-20,Cincinnati Reds,Pittsburgh Pirates,25-25,16-33,0,1,B. Falter,7.0,4,0,5,0,N. Martinez,6.0,4,1,3,2
2025-05-20,Atlanta Braves,Washington Nationals,24-24,22-27,3,5,M. Parker,5.1,6,3,4,1,S. Strider,4.1,6,4,3,1
2025-05-20,New York Mets,Boston Red Sox,29-20,25-25,0,2,G. Whitlock,1.0,2,0,1,0,C. Holmes,6.0,4,2,5,3
2025-05-20,Houston Astros,Tampa Bay Rays,25-23,22-26,2,3,M. Rodriguez,1.0,1,0,1,0,K. Ort,1.1,1,1,0,1
2025-05-20,Texas Rangers,New York Yankees,25-24,28-19,2,5,W. Warren,5.2,5,0,10,1,P. Corbin,5.0,5,3,3,2
2025-05-20,San Diego Padres,Toronto Blue Jays,27-19,23-24,0,3,C. Bassitt,6.0,4,0,6,1,D. Cease,7.0,3,3,6,1
2025-05-20,Baltimore Orioles,Milwaukee Brewers,15-32,24-25,2,5,L. Henderson,5.0,2,0,7,2,C. McDermott,4.2,4,3,2,5
2025-05-20,Seattle Mariners,Chicago White Sox,27-20,15-34,0,1,A. Houser,6.0,2,0,2,3,C. Lawrence,5.0,6,1,2,0
2025-05-20,Detroit Tigers,St. Louis Cardinals,32-17,27-22,5,4,W. Vest,1.0,0,0,1,2,K. Leahy,1.1,2,1,1,0
2025-05-20,Philadelphia Phillies,Colorado Rockies,30-18,8-40,7,4,J. Luzardo,6.0,2,1,10,3,A. Senzatela,6.0,10,4,3,1
2025-05-20,Kansas City Royals,San Francisco Giants,27-23,29-20,2,3,H. Birdsong,5.0,5,0,4,0,M. Lorenzen,4.2,7,2,5,1
2025-05-20,Los Angeles Angels,Athletics,22-25,22-27,7,5,K. Hendricks,5.2,9,4,3,0,G. Hoglund,4.2,6,5,5,2
2025-05-20,Arizona Diamondbacks,Los Angeles Dodgers,26-23,30-19,3,4,A. Banda,0.1,0,0,0,0,S. Miller,0.2,1,2,0,2
2025-05-21,Cleveland Guardians,Minnesota Twins,25-22,27-21,5,6,J. Duran,1.0,2,1,1,0,C. Smith,0.2,2,1,0,0
2025-05-21,Cincinnati Reds,Pittsburgh Pirates,25-26,17-33,1,3,A. Heaney,5.0,3,1,4,2,B. Singer,5.0,5,2,3,4
2025-05-21,Chicago Cubs,Miami Marlins,30-20,19-29,2,1,B. Keller,1.2,0,0,0,0,A. Bender,1.0,1,0,2,1
2025-05-21,Houston Astros,Tampa Bay Rays,25-24,23-26,4,8,T. Bradley,6.0,4,2,7,2,H. Brown,5.0,7,5,4,2
2025-05-21,Baltimore Orioles,Milwaukee Brewers,16-32,24-26,8,4,B. Baker,1.0,1,0,1,0,T. Alexander,1.0,3,3,0,0
2025-05-21,Detroit Tigers,St. Louis Cardinals,33-17,27-23,5,1,C. Lee,2.0,0,0,2,0,A. Pallante,5.2,4,3,3,4
2025-05-21,Seattle Mariners,Chicago White Sox,28-20,15-35,6,5,C. Legumina,1.0,1,0,2,1,M. Vasil,1.0,3,2,0,0
2025-05-21,Kansas City Royals,San Francisco Giants,28-23,29-21,8,4,J. Bowlan,1.1,2,1,1,0,L. Webb,4.0,10,3,5,0
2025-05-21,Cleveland Guardians,Minnesota Twins,26-22,27-22,5,1,G. Williams,6.0,2,1,6,2,C. Paddack,5.1,7,2,2,2
2025-05-21,New York Mets,Boston Red Sox,30-20,25-26,5,1,H. Brazoban,2.1,1,0,4,0,L. Hendriks,0.2,3,3,2,0
2025-05-21,Texas Rangers,New York Yankees,25-25,29-19,3,4,L. Weaver,1.0,0,0,0,0,L. Jackson,0.2,2,1,0,0
2025-05-21,San Diego Padres,Toronto Blue Jays,27-20,24-24,0,14,K. Gausman,7.0,3,0,9,0,R. Vasquez,4.2,4,2,4,0
2025-05-21,Philadelphia Phillies,Colorado Rockies,31-18,8-41,9,5,T. Walker,5.0,6,3,2,2,C. Palmquist,4.1,10,6,2,4
2025-05-21,Los Angeles Angels,Athletics,23-25,22-28,10,5,H. Neris,1.0,0,0,0,0,J. Sears,5.0,8,6,4,0
2025-05-21,Arizona Diamondbacks,Los Angeles Dodgers,26-24,31-19,1,3,D. May,6.0,5,1,8,1,C. Burnes,7.0,4,3,8,1
2025-05-22,Texas Rangers,New York Yankees,25-26,30-19,0,1,C. Rodon,6.0,2,0,8,2,N. Eovaldi,6.0,5,1,6,1
2025-05-22,San Diego Padres,Toronto Blue Jays,27-21,25-24,6,7,B. Fisher,0.1,0,0,0,0,J. Estrada,0.1,2,1,0,1
2025-05-22,Philadelphia Phillies,Colorado Rockies,32-18,8-42,2,0,R. Suarez,6.2,6,0,6,3,G. Marquez,7.0,4,1,5,2
2025-05-22,Los Angeles Angels,Athletics,24-25,22-29,10,5,H. Strickland,1.1,1,0,0,2,G. Holman,0.2,4,5,2,1
2025-05-22,Cleveland Guardians,Detroit Tigers,27-22,33-18,7,0,T. Bibee,7.0,3,0,8,1,J. Flaherty,6.2,3,3,8,3
2025-05-22,Milwaukee Brewers,Pittsburgh Pirates,25-26,17-34,8,5,C. Rodriguez,3.1,5,3,2,4,M. Burrows,5.0,4,4,3,2
2025-05-22,Atlanta Braves,Washington Nationals,24-25,23-27,7,8,J. Rutledge,1.0,1,0,0,0,D. Lee,0.1,1,0,0,0
2025-05-22,Seattle Mariners,Houston Astros,28-21,26-24,2,9,S. Dubin,0.2,1,0,1,0,G. Kirby,3.2,6,5,4,1
2025-05-23,Baltimore Orioles,Boston Red Sox,16-33,26-26,5,19,G. Whitlock,2.0,1,0,3,0,S. Dominguez,0.1,2,3,0,1
2025-05-23,Chicago Cubs,Cincinnati Reds,31-20,25-27,13,6,C. Flexen,1.1,0,0,0,0,T. Santillan,0.0,3,3,0,1
2025-05-23,Milwaukee Brewers,Pittsburgh Pirates,25-27,18-34,5,6,R. Borucki,1.0,1,0,1,0,A. Uribe,1.2,4,2,1,1
2025-05-23,San Francisco Giants,Washington Nationals,30-21,23-28,4,0,L. Roupp,6.0,5,0,2,2,M. Gore,6.0,2,1,9,3
2025-05-23,Toronto Blue Jays,Tampa Bay Rays,25-25,24-26,1,3,D. Rasmussen,6.0,4,0,3,2,E. Lauer,4.1,6,3,2,2
2025-05-23,Cleveland Guardians,Detroit Tigers,28-22,33-19,3,1,S. Cecconi,6.0,5,1,6,2,J. Jobe,5.0,4,2,3,2
2025-05-23,Los Angeles Dodgers,New York Mets,32-19,30-21,7,5,L. Garcia,2.1,0,0,0,2,H. Brazoban,1.0,3,1,0,0
2025-05-23,San Diego Padres,Atlanta Braves,28-21,24-26,2,1,J. Adam,0.1,0,0,0,0,R. Iglesias,1.0,1,1,1,0
2025-05-23,Texas Rangers,Chicago White Sox,25-27,16-35,1,4,S. Burke,6.0,3,1,6,3,T. Mahle,5.0,5,3,3,3
2025-05-23,Kansas City Royals,Minnesota Twins,28-24,28-22,1,3,C. Sands,1.0,0,0,0,0,L. Erceg,0.1,2,2,1,0
2025-05-23,Seattle Mariners,Houston Astros,29-21,26-25,5,3,E. Hancock,6.0,9,3,3,0,B. Abreu,1.1,3,2,2,1
2025-05-23,Arizona Diamondbacks,St. Louis Cardinals,26-25,28-23,3,4,M. Mikolas,6.0,4,1,4,1,Z. Gallen,5.2,3,4,4,4
2025-05-23,New York Yankees,Colorado Rockies,30-20,9-42,2,3,T. Gordon,6.0,5,2,5,2,C. Schmidt,4.2,6,3,8,2
2025-05-23,Miami Marlins,Los Angeles Angels,19-30,25-25,4,7,Y. Kikuchi,5.2,7,0,4,4,S. Alcantara,5.1,5,5,6,2
2025-05-23,Philadelphia Phillies,Athletics,33-18,22-30,4,3,Z. Wheeler,6.2,3,0,8,2,J. Lopez,7.0,3,1,8,1
2025-05-24,Baltimore Orioles,Boston Red Sox,16-34,27-26,5,6,G. Weissert,1.0,0,0,2,1,G. Soto,0.1,1,0,0,0
2025-05-24,Kansas City Royals,Minnesota Twins,28-25,29-22,4,5,J. Duran,1.0,1,0,2,1,D. Lynch IV,0.1,0,1,0,2
2025-05-24,Arizona Diamondbacks,St. Louis Cardinals,26-26,29-23,5,6,R. Helsley,1.0,1,0,2,1,J. Martinez,1.0,2,2,2,1
2025-05-24,Milwaukee Brewers,Pittsburgh Pirates,25-28,19-34,1,2,C. Shugart,0.1,0,0,0,0,T. Alexander,0.2,2,1,0,0
2025-05-24,San Francisco Giants,Washington Nationals,30-22,24-28,0,3,J. Irvin,8.0,3,0,7,2,K. Harrison,4.0,5,2,4,0
2025-05-24,Chicago Cubs,Cincinnati Reds,31-21,26-27,4,6,A. Abbott,5.2,6,1,2,2,C. Rea,5.0,7,6,8,3
2025-05-24,San Diego Padres,Atlanta Braves,28-22,25-26,1,7,G. Holmes,7.0,6,1,6,1,S. Reynolds,2.2,6,3,1,0
2025-05-24,Seattle Mariners,Houston Astros,29-22,27-25,1,2,F. Valdez,6.0,4,1,5,4,B. Woo,6.0,10,2,5,0
2025-05-24,Texas Rangers,Chicago White Sox,25-28,17-35,5,10,M. Vasil,3.0,1,0,2,1,H. Milner,0.0,0,0,0,0
2025-05-24,New York Yankees,Colorado Rockies,31-20,9-43,13,1,M. Fried,7.1,6,1,7,1,K. Freeland,4.2,9,4,3,3
2025-05-24,Baltimore Orioles,Boston Red Sox,17-34,27-27,2,1,A. Kittredge,1.0,1,0,1,1,B. Bernardino,0.2,0,1,0,1
2025-05-24,Toronto Blue Jays,Tampa Bay Rays,25-26,25-26,1,3,S. Baz,5.2,4,1,4,3,J. Berrios,6.0,3,3,3,1
2025-05-24,Cleveland Guardians,Detroit Tigers,29-22,33-20,7,5,T. Herrin,1.0,0,0,2,0,B. Hanifee,1.0,3,3,1,1
2025-05-24,Los Angeles Dodgers,New York Mets,32-20,31-21,2,5,D. Peterson,7.2,5,2,7,2,T. Gonsolin,5.0,7,4,4,3
2025-05-24,Philadelphia Phillies,Athletics,34-18,22-31,9,6,O. Kerkering,1.0,1,0,0,2,M. Spence,1.0,1,2,0,1
2025-05-24,Miami Marlins,Los Angeles Angels,20-30,25-26,6,2,R. Henriquez,0.2,0,0,1,0,J. Soriano,4.2,7,3,1,3
2025-05-25,Cleveland Guardians,Detroit Tigers,29-23,34-20,0,5,T. Skubal,9.0,2,0,13,0,L. Allen,3.2,6,4,2,4
2025-05-25,Baltimore Orioles,Boston Red Sox,18-34,27-28,5,1,D. Kremer,5.1,7,0,4,1,W. Buehler,5.0,4,2,3,2
2025-05-25,Milwaukee Brewers,Pittsburgh Pirates,26-28,19-35,6,5,J. Koenig,1.2,2,2,1,1,R. Borucki,0.2,3,3,0,1
2025-05-25,San Francisco Giants,Washington Nationals,31-22,24-29,3,2,R. Ray,6.0,3,1,7,0,M. Soroka,6.0,5,3,2,1
2025-05-25,Chicago Cubs,Cincinnati Reds,32-21,26-28,11,8,D. Pomeranz,1.0,0,0,2,0,T. Rogers,0.0,2,3,0,1
2025-05-25,Toronto Blue Jays,Tampa Bay Rays,25-27,26-26,0,13,R. Pepiot,7.0,3,0,5,1,C. Bassitt,4.0,9,5,2,2
2025-05-25,Kansas City Royals,Minnesota Twins,29-25,29-23,2,1,C. Estevez,1.1,0,0,2,0,J. Duran,1.0,1,0,1,0
2025-05-25,Seattle Mariners,Houston Astros,29-23,28-25,3,5,B. King,1.1,1,0,2,0,C. Legumina,0.0,2,2,0,0
2025-05-25,Texas Rangers,Chicago White Sox,26-28,17-36,5,4,S. Armstrong,1.1,0,0,3,0,J. Leasure,1.0,3,3,2,0
